  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(17_16)Mean,  d(18_16)Mean,    d(D_H)Mean,      E17_Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(17_16)_SD,   d(18_16)_SD,     d(D_H)_SD,        E17_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
    62,    P-2464,   2024/08/27 18:08:50,           1-02,      12,        -9.659,       -12.167,        41.591,        -3.242,         19513,       0,    1,                                   OH_32,                                  SAMPLE,                 H2O, 1724782404.35,         0.223,         0.168,         0.320,         0.158,        95.321,        -0.000,         0.001,         1.522,       105.205,        11.616,         2.735,       137.800,         1.025,         1.235,       -0.0000,       -0.0001,    1,        44.375,         1,       2,       2,20kPPM_O17_Single_Stroke,       0,       1
    63,    P-2464,   2024/08/27 18:18:05,           1-02,      13,        -9.657,       -12.122,        41.632,        -3.265,         19414,       0,    1,                                   OH_32,                                  SAMPLE,                 H2O, 1724782959.59,         0.220,         0.164,         0.315,         0.155,        92.726,        -0.000,        -0.002,         1.482,       104.723,        11.479,         2.709,       136.819,         1.024,         1.171,       -0.0000,        0.0000,    1,        44.375,         1,       2,       2,20kPPM_O17_Single_Stroke,       0,       1
    64,    P-2464,   2024/08/27 18:27:19,           1-02,      14,        -9.681,       -12.145,        41.669,        -3.277,         19573,       0,    1,                                   OH_32,                                  SAMPLE,                 H2O, 1724783513.99,         0.246,         0.195,         0.304,         0.169,        93.614,         0.000,        -0.000,         1.494,       105.448,        11.627,         2.753,       138.637,         1.026,         1.349,        0.0000,       -0.0000,    1,        44.375,         1,       2,       2,20kPPM_O17_Single_Stroke,       0,       1
    65,    P-2464,   2024/08/27 18:36:33,           1-02,      15,        -9.638,       -12.144,        41.546,        -3.234,         19530,       0,    1,                                   OH_32,                                  SAMPLE,                 H2O, 1724784068.90,         0.234,         0.179,         0.303,         0.169,        94.623,        -0.000,        -0.000,         1.523,       105.263,        11.669,         2.730,       138.071,         1.025,         1.216,       -0.0000,       -0.0001,    1,        44.375,         1,       2,       2,20kPPM_O17_Single_Stroke,       0,       1
    66,    P-2464,   2024/08/27 18:45:48,           1-02,      16,        -9.681,       -12.142,        41.645,        -3.278,         19438,       0,    1,                                   OH_32,                                  SAMPLE,                 H2O, 1724784623.42,         0.237,         0.178,         0.358,         0.170,        91.699,        -0.000,        -0.002,         1.463,       104.767,        11.589,         2.719,       137.064,         1.025,         1.208,        0.0000,        0.0000,    1,        44.438,         1,       2,       2,20kPPM_O17_Single_Stroke,       0,       1
    67,    P-2464,   2024/08/27 18:55:03,           1-02,      17,        -9.651,       -12.069,        41.834,        -3.287,         19612,       0,    1,                                   OH_32,                                  SAMPLE,                 H2O, 1724785178.17,         0.228,         0.177,         0.349,         0.160,        94.868,        -0.001,        -0.001,         1.513,       105.828,        11.662,         2.738,       137.721,         1.027,         1.175,        0.0000,        0.0001,    1,        44.500,         1,       2,       2,20kPPM_O17_Single_Stroke,       0,       1
    68,    P-2464,   2024/08/27 19:04:18,           1-02,      18,        -9.697,       -12.163,        41.704,        -3.283,         19549,       0,    1,                                   OH_32,                                  SAMPLE,                 H2O, 1724785733.08,         0.206,         0.164,         0.318,         0.146,        93.031,         0.000,        -0.001,         1.493,       105.299,        11.510,         2.765,       138.775,         1.025,         1.430,        0.0000,        0.0000,    1,        44.438,         1,       2,       2,20kPPM_O17_Single_Stroke,       0,       1
    69,    P-2464,   2024/08/27 19:13:32,           1-02,      19,        -9.635,       -12.106,        41.691,        -3.251,         19525,       0,    1,                                   OH_32,                                  SAMPLE,                 H2O, 1724786287.61,         0.231,         0.165,         0.340,         0.168,        93.230,         0.000,        -0.000,         1.491,       105.286,        11.652,         2.728,       137.466,         1.027,         1.157,        0.0000,        0.0000,    1,        44.438,         1,       2,       2,20kPPM_O17_Single_Stroke,       0,       1
    70,    P-2464,   2024/08/27 19:22:47,           1-02,      20,        -9.669,       -12.128,        41.759,        -3.274,         19519,       0,    1,                                   OH_32,                                  SAMPLE,                 H2O, 1724786841.95,         0.217,         0.163,         0.334,         0.160,        94.658,        -0.000,         0.001,         1.516,       105.191,        11.592,         2.742,       137.919,         1.025,         1.295,       -0.0000,        0.0000,    1,        44.438,         1,       2,       2,20kPPM_O17_Single_Stroke,       0,       1
    71,    P-2464,   2024/08/27 19:32:02,           1-02,      21,        -9.648,       -12.120,        41.622,        -3.256,         19506,       0,    1,                                   OH_32,                                  SAMPLE,                 H2O, 1724787397.25,         0.237,         0.178,         0.314,         0.165,        92.129,         0.001,        -0.002,         1.474,       105.184,        11.580,         2.729,       137.628,         1.023,         1.172,        0.0000,       -0.0000,    1,        44.438,         1,       2,       2,20kPPM_O17_Single_Stroke,       0,       1
    72,    P-2464,   2024/08/27 19:41:17,           1-02,      22,        -9.663,       -12.125,        41.706,        -3.269,         19485,       0,    1,                                   OH_32,                                  SAMPLE,                 H2O, 1724787952.08,         0.209,         0.179,         0.320,         0.142,        91.927,         0.000,        -0.000,         1.472,       105.038,        11.385,         2.744,       138.085,         1.028,         1.279,       -0.0000,        0.0000,    1,        44.375,         1,       2,       2,20kPPM_O17_Single_Stroke,       0,       1
    73,    P-2464,   2024/08/27 19:50:34,           1-02,      23,        -9.683,       -12.146,        41.658,        -3.278,         19526,       0,    1,                                   OH_32,                                  SAMPLE,                 H2O, 1724788505.32,         0.244,         0.182,         0.403,         0.180,        92.135,        -0.001,        -0.003,         1.537,       105.244,        11.772,         2.719,       137.370,         1.027,         1.161,        0.0000,        0.0000,    1,        44.375,         1,       2,       2,20kPPM_O17_Single_Stroke,       0,       1
    74,    P-2464,   2024/08/27 19:59:49,           1-02,      24,        -9.644,       -12.101,        41.717,        -3.262,         19250,       0,    1,                                   OH_32,                                  SAMPLE,                 H2O, 1724789059.60,         0.216,         0.177,         0.307,         0.152,        93.441,        -0.000,        -0.000,         1.547,       103.715,        11.473,         2.692,       135.836,         1.023,         1.204,        0.0000,        0.0000,    1,        44.375,         1,       2,       2,20kPPM_O17_Single_Stroke,       0,       1
